--- Execution profile ---
Total samples       : 9832

          ns  percent  samples  top
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.getKnownOrInlineId
    15000000    0.03%        3  org.eclipse.rdf4j.model.impl.SimpleLiteral.hashCode
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.getLmdbLiteral
    15000000    0.03%        3  PhaseIterGVN::remove_globally_dead_node
    15000000    0.03%        3  MergeMemNode::Ideal
    15000000    0.03%        3  PhaseIterGVN::add_users_to_worklist
    15000000    0.03%        3  org.eclipse.rdf4j.model.base.AbstractLiteral.hashCode
    15000000    0.03%        3  PhaseIdealLoop::try_sink_out_of_loop
    15000000    0.03%        3  PhaseIdealLoop::get_early_ctrl
    15000000    0.03%        3  org.eclipse.rdf4j.model.base.AbstractLiteral.equals
    15000000    0.03%        3  org.eclipse.rdf4j.model.base.AbstractIRI.toString
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.updateRefCounts
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.model.LmdbBNode.equals
    15000000    0.03%        3  org.eclipse.rdf4j.sail.lmdb.util.IndexKeyWriters$$Lambda.0x00003f000114a968.write
