--- Execution profile ---
Total samples       : 5445

          ns  percent  samples  top
    35000000    0.13%        7  G1CMBitMap::iterate
    35000000    0.13%        7  PhaseChaitin::build_ifg_physical
    35000000    0.13%        7  void G1CMTask::process_grey_task_entry<true>
    35000000    0.13%        7  org.eclipse.rdf4j.sail.base.SailSourceConnection$2.hasNext
    30000000    0.11%        6  org.eclipse.rdf4j.model.impl.GenericStatement.getContext
    30000000    0.11%        6  close
    30000000    0.11%        6  java.nio.HeapByteBuffer.put
    30000000    0.11%        6  __munmap
    30000000    0.11%        6  org.eclipse.rdf4j.model.base.InternedIRI.hashCode
    30000000    0.11%        6  G1RebuildRSAndScrubTask::G1RebuildRSAndScrubRegionClosure::scan_or_scrub
    30000000    0.11%        6  __psynch_cvbroad
    30000000    0.11%        6  java.lang.String.charAt
    30000000    0.11%        6  java.util.Arrays$ArrayList.get
    30000000    0.11%        6  mkdir
    30000000    0.11%        6  java.lang.AbstractStringBuilder.needsNewBuffer
    30000000    0.11%        6  DIR_Chunk* GrowableArrayWithAllocator<DIR_Chunk*, GrowableArray<DIR_Chunk*>>::insert_sorted<&DIR_Chunk::compare(DIR_Chunk* const&, DIR_Chunk* const&)>
    30000000    0.11%        6  PhaseIdealLoop::build_loop_early
    30000000    0.11%        6  ___chkstk_darwin
    25000000    0.09%        5  G1HeapRegionManager::par_iterate
    25000000    0.09%        5  java.lang.String.checkIndex
    25000000    0.09%        5  jshort_disjoint_arraycopy_stub
    25000000    0.09%        5  write
    25000000    0.09%        5  Node::set_req_X
    25000000    0.09%        5  MarkBitMap::check_mark
    25000000    0.09%        5  java.nio.DirectByteBuffer.ix
    25000000    0.09%        5  void OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
    25000000    0.09%        5  java.io.PushbackReader.unread
    25000000    0.09%        5  inflate
    25000000    0.09%        5  Compile::disconnect_useless_nodes
    25000000    0.09%        5  posix_madvise
    25000000    0.09%        5  org.eclipse.rdf4j.model.impl.GenericStatement.getSubject
    25000000    0.09%        5  java.util.HashMap.resize
    25000000    0.09%        5  HandleMark::~HandleMark
    25000000    0.09%        5  PhaseAggressiveCoalesce::insert_copies
    25000000    0.09%        5  java.lang.String.codePointAt
    20000000    0.07%        4  InstanceKlass::find_method_index
    20000000    0.07%        4  java.util.Arrays$ArrayList.size
    20000000    0.07%        4  PhaseIFG::effective_degree
    20000000    0.07%        4  fwd_copy_drain
    20000000    0.07%        4  Compile::find_alias_type
    20000000    0.07%        4  sun.nio.cs.StreamDecoder.implRead
    20000000    0.07%        4  PhaseCFG::schedule_early
    20000000    0.07%        4  ClassLoaderData::oops_do
    20000000    0.07%        4  void ObjArrayKlass::oop_oop_iterate_elements_bounded<narrowOop, G1MarkAndPushClosure>
    20000000    0.07%        4  java.io.FilterReader.read
    20000000    0.07%        4  PhaseIterGVN::subsume_node
    20000000    0.07%        4  void OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
    20000000    0.07%        4  I2C/C2I adapters(0xb)
    20000000    0.07%        4  org.eclipse.rdf4j.common.net.ParsedIRI.advance
    20000000    0.07%        4  void OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<TypeArrayKlass, narrowOop>
    20000000    0.07%        4  PhaseIdealLoop::build_loop_late_post_work
    20000000    0.07%        4  IntervalWalker::walk_to
    20000000    0.07%        4  void OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
    20000000    0.07%        4  org.eclipse.rdf4j.rio.turtle.TurtleParser.unread
    20000000    0.07%        4  java.nio.CharBuffer.arrayOffset
    20000000    0.07%        4  G1CMObjArrayProcessor::should_be_sliced
    20000000    0.07%        4  java.lang.StringUTF16.compress
    20000000    0.07%        4  MultiNode::is_CFG
    20000000    0.07%        4  PhaseCCP::transform
    15000000    0.06%        3  SpinPause
    15000000    0.06%        3  LinearScan::build_intervals
    15000000    0.06%        3  CDSConfig::is_dumping_heap
    15000000    0.06%        3  java.nio.ByteBuffer.hasArray
    15000000    0.06%        3  Compile::identify_useful_nodes
    15000000    0.06%        3  stat64
    15000000    0.06%        3  semaphore_signal_trap
    15000000    0.06%        3  PhiNode::Ideal
    15000000    0.06%        3  _xzm_free
    15000000    0.06%        3  java.lang.StringUTF16.newBytesLength
    15000000    0.06%        3  PhaseOutput::BuildOopMaps
    15000000    0.06%        3  PhaseIterGVN::transform_old
    15000000    0.06%        3  _xzm_xzone_malloc_small_freelist
    15000000    0.06%        3  PhaseIterGVN::add_users_of_use_to_worklist
    15000000    0.06%        3  Node::is_CFG
    15000000    0.06%        3  Node::is_dead_loop_safe
