--- Execution profile ---
Total samples       : 5989

          ns  percent  samples  top
    20000000    0.07%        4  java.nio.charset.CharsetDecoder.decode
    20000000    0.07%        4  Dict::Insert
    20000000    0.07%        4  _xzm_xzone_malloc_small_freelist
    20000000    0.07%        4  PhaseLive::add_liveout
    20000000    0.07%        4  sys_icache_invalidate
    20000000    0.07%        4  PhaseOutput::BuildOopMaps
    20000000    0.07%        4  java.util.HashMap.put
    20000000    0.07%        4  org.eclipse.rdf4j.sail.lmdb.ValueStore.getNamespaceID
    20000000    0.07%        4  G1FullGCCompactTask::copy_object_to_new_location
    20000000    0.07%        4  org.eclipse.rdf4j.sail.lmdb.LmdbSailStore.idleSpin
    20000000    0.07%        4  PhaseIFG::effective_degree
    20000000    0.07%        4  fwd_copy_drain
    20000000    0.07%        4  G1FullGCPrepareTask::G1CalculatePointersClosure::prepare_for_compaction
    20000000    0.07%        4  Unique_Node_List::remove
    20000000    0.07%        4  java.util.LinkedHashMap$LinkedHashIterator.nextNode
    20000000    0.07%        4  PhiNode::Opcode
    20000000    0.07%        4  org.lwjgl.util.lmdb.LMDB.nmdb_del
    15000000    0.05%        3  PhaseCFG::schedule_early
    15000000    0.05%        3  PhaseCFG::schedule_late
    15000000    0.05%        3  java.lang.String.coder
    15000000    0.05%        3  java.lang.String.codePointAt
    15000000    0.05%        3  Node::Node
    15000000    0.05%        3  java.lang.String.checkIndex
    15000000    0.05%        3  Matcher::Label_Root
    15000000    0.05%        3  Node::has_special_unique_user
    15000000    0.05%        3  java.lang.String.charAt
    15000000    0.05%        3  MachNode::ideal_reg
    15000000    0.05%        3  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.addKeyValueAtIndex
    15000000    0.05%        3  PhaseIdealLoop::get_early_ctrl
    15000000    0.05%        3  LinearScanWalker::alloc_free_reg
    15000000    0.05%        3  Node::pinned
    15000000    0.05%        3  org.eclipse.collections.impl.map.mutable.primitive.ObjectLongHashMap.rehash
    15000000    0.05%        3  Node::replace_edge
    15000000    0.05%        3  org.eclipse.rdf4j.common.net.ParsedIRI.peek
    15000000    0.05%        3  org.eclipse.rdf4j.rio.helpers.RDFParserHelper.createLiteral
    15000000    0.05%        3  __psynch_mutexdrop
    15000000    0.05%        3  org.eclipse.rdf4j.rio.turtle.TurtleParser.parseURI
    15000000    0.05%        3  PhaseIterGVN::transform_old
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.LmdbUtil.requiresResize
    15000000    0.05%        3  PhiNode::is_unsafe_data_reference
    15000000    0.05%        3  G1FullGCCompactTask::compact_region
    15000000    0.05%        3  G1CollectionSet::iterate
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.getStoredHash
    15000000    0.05%        3  G1AdjustLiveClosure::apply
    15000000    0.05%        3  RegMask::grow
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.sortedStoreOrder
    15000000    0.05%        3  org.eclipse.rdf4j.sail.lmdb.ValueStore.updateRefCounts
    15000000    0.05%        3  _tlv_get_addr
    15000000    0.05%        3  ConPNode::Opcode
