--- Execution profile ---
Total samples       : 6447

          ns  percent  samples  top
    20000000    0.06%        4  TypeNode::hash
    20000000    0.06%        4  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.rehash
    20000000    0.06%        4  org.eclipse.collections.impl.map.mutable.primitive.ObjectIntHashMap.isNonSentinel
    20000000    0.06%        4  ciObjectFactory::get_metadata
    20000000    0.06%        4  org.eclipse.rdf4j.sail.lmdb.ValueStore.getInlineId
    20000000    0.06%        4  java.util.Arrays.binarySearch0
    20000000    0.06%        4  PhaseIterGVN::add_users_of_use_to_worklist
    20000000    0.06%        4  PhaseIdealLoop::split_if_with_blocks_pre
    20000000    0.06%        4  PhaseIdealLoop::split_if_with_blocks
    20000000    0.06%        4  java.nio.DirectByteBuffer.put
    20000000    0.06%        4  MachNode::in_RegMask
    20000000    0.06%        4  IntervalWalker::walk_to
    20000000    0.06%        4  sun.nio.cs.StreamDecoder.implRead
    20000000    0.06%        4  PhaseIdealLoop::Dominators
    20000000    0.06%        4  java.lang.Character.isBmpCodePoint
    20000000    0.06%        4  java.nio.ByteBuffer.hasArray
    20000000    0.06%        4  java.lang.String.charAt
    20000000    0.06%        4  void G1CardSet::iterate_cards_or_ranges_in_container<G1ContainerCardsOrRanges<G1MergeHeapRootsTask::G1MergeCardSetClosure>>
    20000000    0.06%        4  HandleMark::initialize
    20000000    0.06%        4  void G1ScanClosureBase::handle_non_cset_obj_common<narrowOop>
    20000000    0.06%        4  java.lang.StringLatin1.indexOf
    20000000    0.06%        4  void OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
